#Daily Hoc For 2018-10-19
*Todays Counts: 31002*

\#|Username|No. of Counts|Evens|Odds
-|-|-|-|-
1|/u/amazingpikachu_38|8598||8598
2|/u/NobodyL0vesMe|5900|4294|1606
3|/u/dominodan123|5792|4785|1007
4|/u/LeinadSpoon|3313|2471|842
5|/u/Lonadont|2192|494|1698
6|/u/ItzTaken|1139|963|176
7|/u/MaybeNotWrong|928|703|225
8|/u/treje|708|530|178
9|/u/SolidGoldMagikarp|555|39|516
10|/u/PrisonBull|381|227|154
11|/u/temtemy|338|309|29
12|/u/teeravj|256|25|231
13|/u/rideride|232|209|23
14|/u/Noob2137|151|80|71
15|/u/ChemistryBitch|98|97|1
16|/u/rschaosid|78|50|28
17|/u/TheChezMaster|75|75|
18|/u/TOP_20|53|31|22
19|/u/abplows|43|43|
20|/u/IdleGamesRock|41|4|37
21|/u/smarvin6689|18|7|11
22|/u/davidjl123|18|8|10
23|/u/gordonpt8|14|11|3
24|/u/noduorg|10|8|2
25|/u/sakima11|8|5|3
26|/u/LeinadFork|6|2|4
27|/u/Rajalaxo|5|3|2
28|/u/squaptor|5|4|1
29|/u/ActicFracture|5|1|4
30|/u/DrIblis|5|3|2
31|/u/VitaminB16|4|2|2
32|/u/TOP_6689|3|1|2
33|/u/thephilsblogbar|3|1|2
34|/u/-aRTy-|3|2|1
35|/u/shhx|3|2|1
36|/u/DemonBurritoCat|2|1|1
37|/u/-C4-|2|2|
38|/u/MrBahr12|2|1|1
39|/u/BittenHare|2||2
40|/u/Tranquilsunrise|2|2|
41|/u/1_Count_Per_HoC|1||1
42|/u/HorseAFC|1||1
43|/u/AndroidDev01|1|1|
44|/u/Tinie_Snipah|1|1|
45|/u/RichterRicochet|1|1|
46|/u/AveragelyGreat|1||1
47|/u/4FrSw|1|1|
48|/u/artbn|1||1
49|/u/ludrol|1|1|
50|/u/piyushsharma301|1||1
51|/u/amazingraichu_83|1|1|


N/A has achieved WRC today.
