#Daily Hoc For 2018-10-5
*Todays Counts: 28520*

\#|Username|No. of Counts|Evens|Odds
-|-|-|-|-
1|/u/NobodyL0vesMe|6138|4447|1691
2|/u/MaybeNotWrong|4976|1734|3242
3|/u/amazingpikachu_38|3020||3020
4|/u/treje|1859|960|899
5|/u/sakima11|1301|1141|160
6|/u/TOP_20|1150|525|625
7|/u/Lonadont|1075|728|347
8|/u/LeinadSpoon|1066|591|475
9|/u/Retro28|995|514|481
10|/u/dominodan123|993|448|545
11|/u/iwannaplay5050|599|221|378
12|/u/yakobski|582|582|
13|/u/justkidding-|389|218|171
14|/u/milkman73|352|250|102
15|/u/shelbymon|346|214|132
16|/u/Chaoz_Sanctuary|283|157|126
17|/u/hkffbjb|201|133|68
18|/u/rideride|188|87|101
19|/u/The-Gaming-Alien|181|108|73
20|/u/SolidGoldMagikarp|180|34|146
21|/u/DullMrKitten|162|29|133
22|/u/gageboi8|115|89|26
23|/u/yesduorg|108|29|79
24|/u/xdbob|103|30|73
25|/u/Mac_cy|98|63|35
26|/u/bugthrowaway1232|97|19|78
27|/u/_PM_ME_YOUR_ELBOWS|97|23|74
28|/u/noduorg|93|39|54
29|/u/abplows|78|20|58
30|/u/Ben04113|77|29|48
31|/u/smarvin6689|76|38|38
32|/u/royalpurplesky|76|38|38
33|/u/Sir_Omnomnom|70|55|15
34|/u/Silken_Splendor|65|4|61
35|/u/skinni_stick|58|30|28
36|/u/ebw15|57|25|32
37|/u/NeonL1vesMatter|55|49|6
38|/u/ThatsNotATadpole|55|7|48
39|/u/ludrol|50|8|42
40|/u/frosty884|49|26|23
41|/u/iV01d|48|18|30
42|/u/McGeeK28|47|27|20
43|/u/janusz_chytrus|44|44|
44|/u/greenTetrahedron|43|20|23
45|/u/gordonpt8|38|10|28
46|/u/polarizing1|37|20|17
47|/u/xavion|36|11|25
48|/u/GoonBaboon_|35|19|16
49|/u/OliverAnthony2205|32|23|9
50|/u/you_did_wot_to_it|31|16|15
51|/u/TehVulpez|29|21|8
52|/u/CMDR_Pete|27|15|12
53|/u/Maximus125|25|14|11
54|/u/pandragonicorn|23|3|20
55|/u/Mr_Stifl|19|14|5
56|/u/ccrondon|18|4|14
57|/u/ToProsoponSou|15|10|5
58|/u/_Microwaved_Cat_|15|14|1
59|/u/Nymunariya|15|8|7
60|/u/MargaretFahrquhar|14|5|9
61|/u/Iamspeedy36|13|3|10
62|/u/SuckMyUterus|13|8|5
63|/u/Capitanbublo|13|1|12
64|/u/c2h3o2_acetate|13|8|5
65|/u/artbn|12|9|3
66|/u/davidjl123|12|4|8
67|/u/lymi|12|11|1
68|/u/gnarlygarlic|12|8|4
69|/u/shedgehog|11|9|2
70|/u/lichbanelb|11|7|4
71|/u/Ground0Zero|11|5|6
72|/u/TheMagicPig|11|3|8
73|/u/manfroze|10|5|5
74|/u/revMaxx|10|6|4
75|/u/sasharussian|10|1|9
76|/u/mynameisgarry|8|4|4
77|/u/SurprisedPotato|8|2|6
78|/u/Hydrottle|7|7|
79|/u/VitaminB16|7|4|3
80|/u/TheXCube2303|7|5|2
81|/u/LebVeleno|7|4|3
82|/u/Haligaliman|6|4|2
83|/u/Blueyyyyyyy|6|5|1
84|/u/MrBahr12|5|2|3
85|/u/joepB2707|5|3|2
86|/u/WstrnBluSkwrl|5||5
87|/u/TryingToCareLess|4||4
88|/u/sm127|4|1|3
89|/u/mryates97|4|2|2
90|/u/Iluvdubedgedsword|4|2|2
91|/u/skidamarink|4|2|2
92|/u/ProportionalBlend|4|1|3
93|/u/mikimoo9|4|3|1
94|/u/eclipticus|4|1|3
95|/u/Chinchizomatic|4||4
96|/u/CalamityBlue|4|3|1
97|/u/TeeDeeG|4|2|2
98|/u/3internet5u|3|1|2
99|/u/count_worse|3|2|1
100|/u/Actionjem|3||3
101|/u/nooklyr|3|1|2
102|/u/skipperhi|3||3
103|/u/Huskpoopers|3|1|2
104|/u/WichitaLineman|3|1|2
105|/u/Lmaoplss|3|2|1
106|/u/smaiderman|3||3
107|/u/JohnDoeMissing|3|1|2
108|/u/KaineOrAmarov|2|2|
109|/u/DemonBurritoCat|2|1|1
110|/u/thelonesomeguy|2|1|1
111|/u/Nanocephalic|2|1|1
112|/u/Valeriun|2|1|1
113|/u/AHeartOfGoal|2|1|1
114|/u/DrMaxwellEdison|2||2
115|/u/JusticeBeak|2||2
116|/u/MisticniCofi|2||2
117|/u/NIMWIN|2||2
118|/u/CallMeDanPls|2|2|
119|/u/blueberryrainbow1|2|1|1
120|/u/iTazlin|2||2
121|/u/jasesmit|2||2
122|/u/TOP_6689|2|1|1
123|/u/PsiVolt|2|1|1
124|/u/Dubstep4Dayz|2||2
125|/u/quick_crimson_fox|2||2
126|/u/theflyingdutchman234|2|1|1
127|/u/LXWizard|1|1|
128|/u/kynde|1|1|
129|/u/eMoon_PL|1||1
130|/u/dogooder202|1|1|
131|/u/Available_Character|1||1
132|/u/CheesyDreamer|1|1|
133|/u/Slime_finder|1||1
134|/u/chowyunsmall|1||1
135|/u/reaper0692|1||1
136|/u/RayJW|1||1
137|/u/Fluwydd|1|1|
138|/u/ZaynesWorld|1||1
139|/u/poopookun|1|1|
140|/u/YvdB|1|1|
141|/u/Gearduan1234|1|1|
142|/u/antdel31|1|1|
143|/u/Voltan_Ignatio|1|1|
144|/u/Xenry|1|1|
145|/u/testacc2132|1||1
146|/u/GroundSnake|1||1
147|/u/Hispanic_whip|1|1|
148|/u/Nicnac13|1|1|
149|/u/hofeee|1||1
150|/u/Teh_Taxidermist|1||1
151|/u/Lockie_Leonard|1||1
152|/u/Steelfist24|1||1
153|/u/Living_Human|1||1
154|/u/killingZ|1|1|
155|/u/m45t3rb41t|1||1
156|/u/Lemlo|1||1
157|/u/xMikee|1||1
158|/u/Laurensios|1|1|
159|/u/acnkaren|1||1
160|/u/Imreman|1||1
161|/u/valentiniljaz|1|1|
162|/u/Penghuan035|1|1|
163|/u/Sansanvi|1|1|
164|/u/MrJelhoo|1|1|
165|/u/abwiutfix|1|1|
166|/u/mokzy|1||1
167|/u/Arthur42Philip42Dent|1|1|
168|/u/birthdayshoe|1||1
169|/u/vladisan|1|1|
170|/u/EmergencyTaco|1|1|
171|/u/LeinadTeaspoon|1|1|
172|/u/Iamrapid36|1||1
173|/u/NobodyAsYouExpect|1||1
174|/u/teraflik|1|1|
175|/u/h432k4jhdsf|1|1|
176|/u/WeirdlyWeekly|1|1|
177|/u/SnoqualmieClimber|1||1
178|/u/egrodiel|1|1|
179|/u/V4RIS|1||1
180|/u/FiveDividedByZero|1||1
181|/u/1_Count_Per_HoC|1|1|
182|/u/jacoman10|1|1|
183|/u/shawnohayon|1||1
184|/u/judochopftw|1|1|
185|/u/IngrossoAxwell|1|1|
NobodyL0vesMe has achieved WRC today

