#Daily Hoc For 2018-10-6
*Todays Counts: 27753*

\#|Username|No. of Counts|Evens|Odds
-|-|-|-|-
1|/u/NobodyL0vesMe|7810|6551|1259
2|/u/amazingpikachu_38|5441||5441
3|/u/treje|4030|1478|2552
4|/u/Lonadont|2531|1250|1281
5|/u/TOP_20|1250|172|1078
6|/u/sakima11|1179|1171|8
7|/u/MaybeNotWrong|923|556|367
8|/u/APackOfSmarties|896|848|48
9|/u/parker_cube|685|654|31
10|/u/dominodan123|449|45|404
11|/u/noduorg|352|142|210
12|/u/Retro28|306|226|80
13|/u/yesduorg|292||292
14|/u/SolidGoldMagikarp|265|186|79
15|/u/skinni_stick|201|58|143
16|/u/MintHorse|187|135|52
17|/u/Mac_cy|110|7|103
18|/u/Chaoz_Sanctuary|91|14|77
19|/u/The-Gaming-Alien|81|5|76
20|/u/yakubs1|77|50|27
21|/u/yakobski|75|75|
22|/u/Magnus_Tesshu|73|24|49
23|/u/rideride|65|25|40
24|/u/abplows|64|57|7
25|/u/iwannaplay5050|53|1|52
26|/u/smarvin6689|35|19|16
27|/u/Joshquick|33|6|27
28|/u/NeonL1vesMatter|32|17|15
29|/u/davidjl123|28|14|14
30|/u/gordonpt8|20|10|10
31|/u/overly_excited_husky|20|19|1
32|/u/PurpleBandit3000|15|5|10
33|/u/VitaminB16|10|7|3
34|/u/TheWubbie|10|7|3
35|/u/SuckMyUterus|10|6|4
36|/u/WichitaLineman|9|7|2
37|/u/McGeeK28|7|5|2
38|/u/ludrol|6||6
39|/u/MrBahr12|4|2|2
40|/u/LeinadSpoon|3|2|1
41|/u/Other_Individual|3|3|
42|/u/artbn|3|3|
43|/u/TOP_6689|3|2|1
44|/u/count_worse|3|2|1
45|/u/dominodab123|2|1|1
46|/u/DiamondMiner2323|1|1|
47|/u/marksomnian|1|1|
48|/u/buniws|1||1
49|/u/DaveIsMyName-|1||1
50|/u/cro4_chromate|1|1|
51|/u/Tranquilsunrise|1|1|
52|/u/SUMBWEDY|1|1|
53|/u/hkffbjb|1||1
54|/u/quick_crimson_fox|1||1
55|/u/1_Count_Per_HoC|1|1|
56|/u/TehVulpez|1|1|
N/A has achieved WRC today

