#Daily Hoc For 2018-10-9
*Todays Counts: 19981*

\#|Username|No. of Counts|Evens|Odds
-|-|-|-|-
1|/u/amazingpikachu_38|3204||3204
2|/u/treje|3198|1373|1825
3|/u/MaybeNotWrong|3001|1840|1161
4|/u/LeinadSpoon|2681|1819|862
5|/u/sakima11|1422|936|486
6|/u/Lonadont|1105|710|395
7|/u/NobodyL0vesMe|1009|503|506
8|/u/dominodan123|957|640|317
9|/u/TOP_20|794|198|596
10|/u/VitaminB16|398|383|15
11|/u/Tranquilsunrise|329|1|328
12|/u/Retro28|289|281|8
13|/u/SolidGoldMagikarp|266|233|33
14|/u/parker_cube|240|233|7
15|/u/ludrol|166|113|53
16|/u/iwannaplay5050|164|134|30
17|/u/noduorg|144|74|70
18|/u/yakobski|134|134|
19|/u/rschaosid|122|104|18
20|/u/yakubs1|73|71|2
21|/u/rideride|72|59|13
22|/u/abplows|52|49|3
23|/u/smarvin6689|35|17|18
24|/u/randomusername123458|27|21|6
25|/u/davidjl123|25|15|10
26|/u/LeinadFork|14|10|4
27|/u/gordonpt8|13|9|4
28|/u/xHOCKEYx12|12|12|
29|/u/10CountsADay|6||6
30|/u/artbn|3|2|1
31|/u/piyushsharma301|3|2|1
32|/u/cro4_chromate|3||3
33|/u/LeinadChopsticks|2|2|
34|/u/DemonBurritoCat|2|2|
35|/u/MrBahr12|2|2|
36|/u/sodypop|2|1|1
37|/u/Nanocephalic|2||2
38|/u/TeethOfDonkey|1||1
39|/u/LeinadLadle|1|1|
40|/u/LeinadKnife|1|1|
41|/u/dasKultz|1|1|
42|/u/overturned-rock|1||1
43|/u/Mewiee|1||1
44|/u/dbobb|1|1|
45|/u/ZombieWrath|1||1
46|/u/1_Count_Per_HoC|1|1|
47|/u/TOP_6689|1|1|
N/A has achieved WRC today

