#Daily Hoc For 2018-10-13
*Todays Counts: 22950*

\#|Username|No. of Counts|Evens|Odds
-|-|-|-|-
1|/u/treje|4135|1941|2194
2|/u/amazingpikachu_38|3330||3330
3|/u/dominodan123|2624|2023|601
4|/u/-aRTy-|1824|756|1068
5|/u/thegreatestminer|1610|1497|113
6|/u/Lonadont|1282|367|915
7|/u/rideride|994|980|14
8|/u/MaybeNotWrong|769|230|539
9|/u/just_another_shadow|640|313|327
10|/u/Luigi86101|500|494|6
11|/u/TehVulpez|497|9|488
12|/u/NobodyL0vesMe|488|434|54
13|/u/ItzTaken|456|306|150
14|/u/rschaosid|435|381|54
15|/u/LeinadSpoon|343|312|31
16|/u/dogcatcowpig|327|61|266
17|/u/WJ_Dubs|266|189|77
18|/u/BasedJammy|189|2|187
19|/u/iamtredge|181|107|74
20|/u/Blood_Arrow|167|7|160
21|/u/TOP_20|149|50|99
22|/u/fakerealnews|138|96|42
23|/u/P_Jamez|138|133|5
24|/u/mucle6|112|107|5
25|/u/oneszeros|109|46|63
26|/u/adamcollard|94|9|85
27|/u/RedTwinkleToes|84|64|20
28|/u/hassanchug|57|53|4
29|/u/Kanorado99|52|34|18
30|/u/SolidGoldMagikarp|51|26|25
31|/u/thephilsblogbar|48|34|14
32|/u/N1Z3|48|1|47
33|/u/dogcatcowpig1|42||42
34|/u/abplows|40|24|16
35|/u/ChemistryBitch|38|21|17
36|/u/VanityFairz|37|37|
37|/u/alexconlin|35|16|19
38|/u/PrinceCrinkle|31|6|25
39|/u/gordonpt8|27|16|11
40|/u/MargaretFahrquhar|26|19|7
41|/u/VitaminB16|26|16|10
42|/u/smarvin6689|24|8|16
43|/u/immrtlsaij|24|12|12
44|/u/oneiros562|21|8|13
45|/u/Gandalphf-|21|20|1
46|/u/Ponchinizo|21|7|14
47|/u/sakima11|20|13|7
48|/u/co3_carbonate|19||19
49|/u/FingerShmash|17|17|
50|/u/TheBiladi|15|10|5
51|/u/PrisonBull|14|8|6
52|/u/wademcgillis|13|13|
53|/u/jackson1818|12|7|5
54|/u/SuccessfulWash|12|1|11
55|/u/BittenHare|11|1|10
56|/u/Tazooka|11|4|7
57|/u/davidjl123|10|3|7
58|/u/TheLifeTheory|10|4|6
59|/u/youeatpig|10|7|3
60|/u/tisaeyt|9|4|5
61|/u/croissantfriend|8|4|4
62|/u/VenomousNoob|8|4|4
63|/u/boxerking36|8|4|4
64|/u/overdrafts|7|5|2
65|/u/Nathan_nino|6|3|3
66|/u/xtremegamer3421|6|3|3
67|/u/callebbb|6|3|3
68|/u/artbn|5|3|2
69|/u/MrBahr12|5|2|3
70|/u/TOP_6689|5|4|1
71|/u/Choco_Turkey|5|5|
72|/u/Chuffnell|5|3|2
73|/u/overturned-rock|5||5
74|/u/jeremylovesbacon|5||5
75|/u/Harding_1920|4|4|
76|/u/LeinadFork|4|3|1
77|/u/eschatonic|4|2|2
78|/u/will1982|4|3|1
79|/u/FirefoxTheKiller|4|3|1
80|/u/UnownXYZ|4|3|1
81|/u/TheNitromeFan|4|2|2
82|/u/Pixel__Dragon|4|3|1
83|/u/Urbul|4|2|2
84|/u/KudosInc|4|3|1
85|/u/duckr0ll|4|4|
86|/u/parker_cube|3||3
87|/u/Soul_and_Syrup|3|1|2
88|/u/Gallius_Rax|3||3
89|/u/_sabsub_|3|2|1
90|/u/SpookyCat2|3||3
91|/u/LegaLoli|3|3|
92|/u/DemonBurritoCat|2|1|1
93|/u/tf2manu994|2|1|1
94|/u/-aerh-|2||2
95|/u/Fonsati|2||2
96|/u/Rambo_Rambowski|2||2
97|/u/LARealtor|2|2|
98|/u/_Breesy_|2|1|1
99|/u/pecanpiecat|2|2|
100|/u/Coolamaster|2|1|1
101|/u/EdouPlouffe|2|2|
102|/u/Kenmoreland|2|1|1
103|/u/Omfinite|2|1|1
104|/u/kennism|2||2
105|/u/HeyDannie|2||2
106|/u/PlayboyJoe619|2||2
107|/u/RavenclawMuggle|2||2
108|/u/nite_hun|2|2|
109|/u/loading12340|2||2
110|/u/Rainsford15|1||1
111|/u/tpnkyubing|1||1
112|/u/Solargale|1|1|
113|/u/-Scrubby|1||1
114|/u/gor134|1||1
115|/u/MdCrp0|1|1|
116|/u/MorrisonHotel|1||1
117|/u/avtobusatsix|1|1|
118|/u/sterlingstudio|1|1|
119|/u/ItsWarith|1|1|
120|/u/iamtheawesome10|1|1|
121|/u/PSXXX12|1|1|
122|/u/Tux1|1||1
123|/u/The_Shoe_Is_Here|1|1|
124|/u/Shabisfies|1||1
125|/u/FuckMatLatos|1||1
126|/u/its-ye-boi|1|1|
127|/u/noduorg|1||1
128|/u/_sadogus|1||1
129|/u/Altaren|1||1
130|/u/Paraceratherium|1||1
131|/u/enricowereld|1||1
132|/u/multivector|1|1|
133|/u/lyk__|1||1
134|/u/Gijs75|1||1
135|/u/owenator69|1||1
136|/u/alexklaus80|1|1|
137|/u/Taephunie|1|1|
138|/u/ImmortL1|1|1|
139|/u/count_worse|1|1|
140|/u/1_Count_Per_HoC|1||1
141|/u/ALSX3|1||1
142|/u/ToneyBaloney|1|1|
143|/u/DERPYOLO22|1||1
144|/u/ThEscapist2442|1||1


N/A has achieved WRC today.
