#Daily Hoc For 2018-10-8
*Todays Counts: 25995*

\#|Username|No. of Counts|Evens|Odds
-|-|-|-|-
1|/u/NobodyL0vesMe|5448|3335|2113
2|/u/dominodan123|3514|1370|2144
3|/u/treje|3409|2026|1383
4|/u/amazingpikachu_38|2332||2332
5|/u/LeinadSpoon|2265|1854|411
6|/u/Lonadont|1738|416|1322
7|/u/sakima11|1387|609|778
8|/u/iwannaplay5050|1191|410|781
9|/u/TOP_20|1151|713|438
10|/u/MaybeNotWrong|738|507|231
11|/u/APackOfSmarties|462|435|27
12|/u/Lifeofchrome|417|282|135
13|/u/NeonL1vesMatter|400|1|399
14|/u/Retro28|257|252|5
15|/u/parker_cube|249|246|3
16|/u/ludrol|150|146|4
17|/u/abplows|148|10|138
18|/u/SolidGoldMagikarp|145|87|58
19|/u/Insertish|131|59|72
20|/u/yakobski|72|72|
21|/u/rideride|69|34|35
22|/u/Tranquilsunrise|48|2|46
23|/u/shedgehog|43||43
24|/u/smarvin6689|30|10|20
25|/u/gordonpt8|29|15|14
26|/u/Magnus_Tesshu|20|20|
27|/u/Chaoz_Sanctuary|19|7|12
28|/u/davidjl123|18|9|9
29|/u/rschaosid|11|5|6
30|/u/BarkingDogMc|11|10|1
31|/u/TOP_6689|8|5|3
32|/u/noduorg|8|8|
33|/u/ElliottB1|8|6|2
34|/u/VitaminB16|8|6|2
35|/u/MrBahr12|7|2|5
36|/u/LeinadFork|7|2|5
37|/u/Mewiee|6|4|2
38|/u/annoyingpikachu_38|6|5|1
39|/u/heavybakugan|5|3|2
40|/u/xdbob|5|3|2
41|/u/PrestigiousSandwich|4|1|3
42|/u/sodypop|3||3
43|/u/Other_Individual|3|2|1
44|/u/Kermoot_De_Froog|2|1|1
45|/u/RockGamingReal|2||2
46|/u/overturned-rock|1||1
47|/u/youeatpig|1|1|
48|/u/DemonBurritoCat|1||1
49|/u/quick_crimson_fox|1|1|
50|/u/artbn|1|1|
51|/u/b66b|1|1|
52|/u/tooncow|1|1|
53|/u/DaveIsMyName-|1||1
54|/u/nite_hun|1||1
55|/u/cro4_chromate|1||1
56|/u/1_Count_Per_HoC|1||1
NobodyL0vesMe has achieved WRC today

